"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 17 13:19:46 EDT 2023","Fri Mar 17 13:19:48 EDT 2023","1838","","Inventory","","","","Demo Inventory",""
